benchmark_id,method,m0,m1,n_sites,pehe_mean,pehe_sd,ate_hat_mean,ate_hat_sd,ate_abs_err_mean,ate_abs_err_sd,ate_bias_mean,ate_bias_sd,tau_corr_mean,tau_corr_sd,tau_kendall_mean,tau_kendall_sd,topk_10_ratio_mean,topk_10_ratio_sd,topk_20_ratio_mean,topk_20_ratio_sd,topk_30_ratio_mean,topk_30_ratio_sd,topk_10_captured_mean,topk_10_captured_sd,topk_20_captured_mean,topk_20_captured_sd,qini_auc_mean,qini_auc_sd,calib_slope_mean,calib_slope_sd,calib_intercept_mean,calib_intercept_sd,calib_r2_mean,calib_r2_sd,tau_ece_mean,tau_ece_sd,tau_mce_mean,tau_mce_sd,policy_value_mean,policy_value_sd,policy_regret_mean,policy_regret_sd,policy_value_top20_mean,policy_value_top20_sd,policy_regret_top20_mean,policy_regret_top20_sd,mu0_rmse_mean,mu0_rmse_sd,mu1_rmse_mean,mu1_rmse_sd,n_reps
ihdp_disconnected_sweep,AnchorPlugin,25,0,6,1.4865250865136903,2.205106706460259,3.7704346704681937,3.1498337824019393,0.220519880025493,0.1815210294644452,0.053636829971284855,0.2821979953575884,0.7838722679227398,0.2101195589192216,0.6482876192012051,0.20423837841949644,0.9624566495187338,0.0286015033701247,0.9673932675590197,0.029889111305883845,0.9716718054992106,0.024129035016144273,8.486770257089965,7.573336440588763,7.9787212381907615,6.751781042887185,0.8419291424275335,0.1703060013861902,0.8058972747506197,0.28916269406095496,0.8396444983077082,1.2253892462226479,0.7227382178224695,0.23912528153782453,0.7913322278592048,1.0218678968871577,2.0520534736711973,3.056918556020857,14.910489194146605,14.8748172633113,0.058594543507359126,0.17808498213446555,11.5847905880306,14.565657269214888,0.057432885301852844,0.1230628648355567,,,,,50
ihdp_disconnected_sweep,AnchorPlugin,50,0,6,2.0760851033194343,3.8737100234928317,5.596138966783436,6.2260064258893015,0.23697628749185998,0.18312972912983788,0.05461641266646921,0.2963047521749253,0.8720370080361265,0.1482045411347439,0.7291039139656457,0.14810667194417237,0.9676843499559244,0.024651047817174785,0.9778032674272109,0.017769580106945574,0.9788631014384171,0.016956582693202542,10.639489315606609,12.211261063597885,10.200204661073824,11.737485453435268,0.9008912878812074,0.12657376493583275,0.8400279648867278,0.20835934936563308,0.8334007240206356,1.5251463245448178,0.8031401190869876,0.18030007029479841,0.9071580943233127,1.4337851402363357,2.392126973665543,4.14840199832078,17.00443919139168,16.735187613581232,0.0918514700824868,0.2425458750762584,12.763671303842973,13.657364780803869,0.037087260492648676,0.05212760629517198,,,,,50
ihdp_disconnected_sweep,AnchorPlugin,100,0,6,2.6386395323953953,3.8345831216727517,4.473417739763393,4.048133232059387,0.19225581712900816,0.16087430516135848,-0.061307914934781334,0.2444622795622978,0.8683555279239153,0.20363600380014546,0.7323139573295969,0.19338067155674699,0.972890245048309,0.01784098031324486,0.9751477532908147,0.017299288096142975,0.9779856266600783,0.013663602578094219,12.850471368708565,13.696694192871021,11.923404251635416,12.519801016816528,0.8942818241845082,0.15804693587632934,0.8239904094794257,0.24010770621692787,0.8002087265933912,0.9745697058230087,0.7859985566443385,0.21407468785332662,1.0178030615099791,1.3368512464860007,2.503706521994575,3.324996587002071,22.121628224509937,21.530211401093112,0.07840476865772576,0.12406485149448637,18.173500287705668,19.11908673507081,0.06023393707132418,0.09211673194753324,,,,,50
ihdp_disconnected_sweep,AnchorPlugin,200,0,6,2.6311539610823655,3.494924792003525,6.069365432653719,5.693318403674307,0.15495885919379795,0.12521457861697916,0.009986090848118192,0.20019797068350978,0.8891854041747769,0.13607951801622709,0.7500793460545109,0.14881722819855334,0.9761057135511174,0.01764702564160867,0.9794816123459619,0.01236214755085043,0.9817096421521723,0.00941906594875637,14.311441455586156,15.76313395958309,13.504530827858808,14.756260222477815,0.9175707149836855,0.0988932876221214,0.8545853308555874,0.1588490570182213,0.7104273852475791,0.7213771700650732,0.8216321802966374,0.13521225051895802,0.9943135698385837,1.3341479403416086,2.494260997705009,3.197134890817609,22.12835745776949,22.07909840981475,0.0884123456279032,0.1359515135302845,17.25612501756227,18.710858046198386,0.052015249979691286,0.06203028035956382,,,,,50
ihdp_disconnected_sweep,EntropyBalancing,25,0,6,2.818410849758987,3.021152271900185,4.282061407617921,2.5241083682706873,1.1909135794126575,1.433183292567188,0.5652635671210127,1.7819063159388033,0.7155506111912033,0.21974124519190394,0.5732888223465747,0.2120625771099268,0.9564376206127561,0.04199308038645869,0.9534815063415549,0.04257813652582349,0.9582574373515107,0.03315721451381555,8.483382051559072,7.700251837204458,7.833008046960482,6.538084318745739,0.7593147211308182,0.214312913619626,0.6027926819302237,0.36028683075538415,1.1984730164209305,2.7575868182576855,0.5689552166254903,0.264897064458244,1.8264277906859903,1.5862116078313762,4.814356663726025,6.037527695574939,14.837228821859744,14.969626682045229,0.13185491579421954,0.24795478161555534,11.555647949784545,14.52351692210073,0.08657552354790862,0.17499582579173206,,,,,50
ihdp_disconnected_sweep,EntropyBalancing,50,0,6,3.613131024226525,5.649932282870093,5.802636602456168,5.23939378883893,1.5819512224119712,2.639970239163684,0.2611140483392011,3.0746566309445726,0.7581295873748314,0.23225151924221196,0.6081409677167787,0.21522683396350867,0.9526201741303143,0.05394577922467137,0.9503461494615312,0.044882768125590625,0.9492440094882488,0.0436715386682875,10.62778029276225,12.554481776986087,10.01119924597168,11.823156871705104,0.7819970951412497,0.21702931900527853,0.669878423495258,0.3204498566816178,1.374929402843831,4.5362999730160825,0.5930170409888597,0.2621175285273237,2.253102960394523,3.2876725164079903,5.776091074152328,9.555220720302385,16.85256964367471,16.552840372344463,0.2437210177994541,0.8141878058799956,12.725870220822545,13.644860187011062,0.07488834351307747,0.0732656841030523,,,,,50
ihdp_disconnected_sweep,EntropyBalancing,100,0,6,5.473806857711947,7.994828376944033,3.914567184820174,4.188780682231809,2.2995642780029293,4.3345431406549375,-0.6201584698780002,4.877677003800955,0.7524610052488846,0.2593759461394579,0.6045781981210991,0.23136372164887004,0.9585621179603511,0.0391005070770826,0.9537128576535063,0.03228870289735922,0.951370348220223,0.032770620782935966,12.654047061143755,13.476290084060885,11.674718933721723,12.255974675392164,0.7731163701475835,0.24966462984466437,0.6820895224709511,0.35380275514157505,1.7109723020646426,4.882505239032044,0.5930785201508728,0.2596724681383042,3.308820026624955,5.084070932701515,8.180575158303316,12.813608763886316,21.610011563982642,20.793345959936957,0.5900214291850185,1.571895676327331,18.12376322412293,19.070678311186466,0.10997100065406222,0.15908898145425826,,,,,50
ihdp_disconnected_sweep,EntropyBalancing,200,0,6,5.633886392013536,8.616274248082117,6.388705928972849,6.2659166268375985,2.174377982556296,4.922306668022659,0.3293265871672467,5.379855138535046,0.737545133899173,0.2868144951839794,0.593797402043325,0.25096704115179297,0.9499941193395174,0.07251552101896529,0.94534535723712,0.07207178874549434,0.9425355122768466,0.07351141353195546,13.965606964049437,15.603238096873461,13.069298786500758,14.509151217566323,0.7701760646454017,0.24619092948487337,0.6435488726261396,0.33157906082529526,1.6617300642976647,5.334452178400759,0.5745883783793247,0.25841314367796914,3.573552240678887,6.159101948743546,8.0922993314851,12.18454917653956,21.650855100134066,21.221457432251704,0.5659147032633246,1.689715565990756,17.17108573879625,18.565955975663584,0.13705452874570984,0.409884892790079,,,,,50
ihdp_disconnected_sweep,Glmtrans_OptionB,25,0,6,2.139127729100132,3.507104375953406,4.230451749228675,2.190814022660299,0.773777575535942,1.3026459114193119,0.5136539087317665,1.427799806457459,0.8846603294448928,0.1315758786378064,0.7608478302768727,0.1513324334696144,0.9812889928912676,0.030280011553528486,0.9879629347441004,0.02394121295881797,0.9856546700931631,0.02083341574691519,8.68759923454095,7.925041738275727,8.1738951333895,7.054473205883448,0.9096329229991581,0.12223737438163991,0.9853986593026438,0.37996566007847554,-0.18329029711136444,2.274842047326412,0.7705407603784097,0.19180013759291234,1.3057791574062905,1.8914112480643481,4.248249126685178,8.63641340246881,14.925043113498306,14.978846678158703,0.04404062415565793,0.09368994932416765,11.62382536707035,14.639276076758792,0.01839810626210535,0.04955083661494217,,,,,50
ihdp_disconnected_sweep,Glmtrans_OptionB,50,0,6,3.1902804025123577,6.247770260241473,6.082924779277854,6.689894909203517,1.150681194947825,2.7860381726002528,0.5414022251608864,2.9688380480089416,0.903085068737409,0.15646393611383352,0.7919918794888366,0.16584424578591153,0.9863352735943058,0.03175851553796922,0.982000851504751,0.028809252381337937,0.9813242899767032,0.028610126041765938,10.901947883750584,12.566336805783799,10.254577213115391,11.848595723890568,0.9186454362947033,0.13753278192486174,1.0868752906872523,0.5703223739085951,-0.15574222719762448,4.655371847161156,0.7704750536015417,0.19878249411121424,1.9926252227776253,3.935511968675542,6.173486237560148,12.736399071410712,16.9305009216821,16.65206675722872,0.16578973979206554,0.5010437635486072,12.774545814251287,13.663352564902203,0.02621275008433466,0.03650760399785052,,,,,50
