benchmark_id,scenario_id,rep,method,feasibility,seed,m0,m1,n_proxy_total,C_sources,nontransfer_scale,overlap_lambda,intercept_drift_scale,pehe,ate_hat,ate_abs_err,ate_bias,tau_corr,tau_kendall,qini_auc,topk_10_ratio,topk_20_ratio,topk_30_ratio,topk_10_captured,topk_20_captured,calib_slope,calib_intercept,calib_r2,tau_ece,tau_mce,policy_value,policy_regret,policy_value_top20,policy_regret_top20,stage2_lambda,stage2_n_selected,stepb_M_fro_norm,stepb_M_effective_rank,runtime_sec
gold_fair_sweep,ce4daf7737a1,0,DRLearner_PooledWithSite,infeasible_no_target_treated,819564364,500,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,ce4daf7737a1,0,DRLearner_PooledNoSite,infeasible_no_target_treated,819564364,500,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,TargetOnlyDR,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProxyOnly,FeasibleRestricted,192860223,100,0,20000,10,0.1,,,4.047252389618589,-1.634126973212692,1.219193787127298,-1.219193787127298,0.3870656310656311,0.2700860860860861,0.4048221319771528,0.40322244680082253,0.3532917119451113,0.2994666426305796,2.8178341530851747,1.8989676510751519,0.6593275201986017,0.6624916988525776,0.15916990042031454,1.4832302761146356,3.250575040973967,1.2336523032097602,1.0304546892359614,1.2279646454505622,0.6952204522076215,0.0,0.0,,,5.064045429229736
gold_fair_sweep,0cb8fe452618,1,AnchorOnly,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,AnchorPlugin,FeasibleRestricted,192860223,100,0,20000,10,0.1,,,2.5881540841331416,-1.0187284444492006,0.6037952583638067,-0.6037952583638067,0.7733536253536254,0.5786626626626626,0.7905625749958924,0.8051332077769706,0.7762322884713538,0.7525158424527848,5.626501869271287,4.172302818573193,1.1025113366164876,0.7082264728535296,0.6297885648369749,0.6037952583638065,1.444871567670984,1.9171025063877363,0.3470044860579853,1.6826316789501705,0.24055341870801317,0.02695457820425674,27.0,,,4.675741910934448
gold_fair_sweep,0cb8fe452618,1,ProposedA,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_Together,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_JointProxy,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_FullyJoint,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_Direct,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_Together_Direct,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_FullyDirect,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_NoCrossfit,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_Direct_NoCrossfit,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_Together_NoCrossfit,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedA_Together_Direct_NoCrossfit,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedB_LinearStepB,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,ProposedB_SourceDR,FeasibleRestricted,192860223,100,0,20000,10,0.1,,,3.2472345323980054,-0.20260618966000102,0.21232699642539296,0.21232699642539296,0.616018672018672,0.43981581581581586,0.6448217379294648,0.6616388725289741,0.6583565948956662,0.6220769982536837,4.623722282360568,3.5387127246650327,1.4864164609371882,-0.11377601068700657,0.4225463315023348,0.69177320548126,1.7311729104731906,1.6985805838748083,0.5655264085709133,1.5559136601685382,0.3672714374896455,0.027005494123385015,27.0,9.2470044692281,10.0,28.757510662078857
gold_fair_sweep,0cb8fe452618,1,IPWTransport,FeasibleRestricted,192860223,100,0,20000,10,0.1,,,1.9344339907432437,-0.12293645623353433,0.29199672985185965,0.29199672985185965,0.8702035382035382,0.693021021021021,0.8853990619182921,0.8896069506676795,0.8789189348292238,0.882121013895909,6.216828622270619,4.724250721787195,0.8933755068772773,-0.3051047671840644,0.7944399927847232,0.4392444340133205,0.9487512367199393,2.0643136082895372,0.1997933841561843,1.7930212595929707,0.13016383806521303,,,,,0.974341630935669
gold_fair_sweep,0cb8fe452618,1,EntropyBalancing,FeasibleRestricted,192860223,100,0,20000,10,0.1,,,2.0023040935848835,-0.12246100730590183,0.29247217877949216,0.29247217877949216,0.8625485505485506,0.6838078078078078,0.8780589789289885,0.8532269888553825,0.8754445822856739,0.8689919174196339,5.962595010784048,4.705575833966286,0.8802162371688638,-0.3071410190346844,0.7817713673159583,0.4825923722133035,1.2234662043480098,2.0670461853694473,0.19706080707627427,1.789286282028789,0.13389881562939476,,,,,2.4574382305145264
gold_fair_sweep,0cb8fe452618,1,OutcomeModelTransport,FeasibleRestricted,192860223,100,0,20000,10,0.1,,,1.8992517437118426,-0.08211228389602701,0.332820902189367,0.332820902189367,0.874862458862459,0.698890890890891,0.8897414559577241,0.8959072059604041,0.8812219978443516,0.8878686174826893,6.260856613960685,4.736629846505509,0.8983377971331157,-0.3411686178526683,0.8029185778668823,0.4368475319801535,0.9529817896146353,2.068638362550765,0.1954686298949566,1.7954970845366334,0.12768801312155031,,,,,0.13848185539245605
gold_fair_sweep,0cb8fe452618,1,DRLearner_PooledWithSite,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,1,DRLearner_PooledNoSite,infeasible_no_target_treated,192860223,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
gold_fair_sweep,0cb8fe452618,0,TargetOnlyDR,infeasible_no_target_treated,623143576,100,0,20000,10,0.1,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
