benchmark_id,method,rep_id,seed,feasible,runtime_seconds,m0,m1,n_sites,pehe,ate_hat,ate_abs_err,ate_bias,tau_corr,tau_kendall,topk_10_ratio,topk_20_ratio,topk_30_ratio,topk_10_captured,topk_20_captured,qini_auc,calib_slope,calib_intercept,calib_r2,tau_ece,tau_mce,policy_value,policy_regret,policy_value_top20,policy_regret_top20,mu0_rmse,mu1_rmse,diag_realization_id,diag_n_sites
ihdp_connected_sweep,TargetOnlyDR,3,1421016502,FEASIBLE,4.206011772155762,25,25,6,1.2237916128158268,4.094230136432509,0.23601924350869607,0.23601924350869607,0.3796955393403424,0.25344276701378465,0.8210527358380938,0.8374431088354904,0.8663821063740874,4.202143582290685,4.104954196858221,0.4371725795493731,0.2671721542866111,2.7643466072279725,0.21122727373917627,0.8475310482300851,2.27580177385623,7.591738350512895,0.0,4.554518296960724,0.15936332523934205,,,3,6
ihdp_connected_sweep,ProxyOnly,3,1421016502,FEASIBLE,1.631127119064331,25,25,6,1.1690251336093591,3.9867365558483607,0.12852566292454748,0.12852566292454748,0.3785413033752799,0.24847330099390647,0.7790614899497346,0.8089782876192152,0.8672002812436567,3.987232606758714,3.9654261667368074,0.42268903160925203,0.25810497227826557,2.829214364695823,0.1688843022244767,0.67265694401056,2.190017432671177,7.591738350512895,0.0,4.5266126909364415,0.18726893126362487,,,3,6
ihdp_connected_sweep,AnchorOnly,3,1421016502,FEASIBLE,2.822089433670044,25,25,6,1.1568021237863162,4.09185646400081,0.2336455710769969,0.2336455710769969,0.450248212704786,0.30148093853927316,0.7632167576556635,0.8310778230965681,0.8605983755333909,3.9061393502400805,4.073753024942763,0.49029312276483406,0.2884234998177154,2.678023330824958,0.21955189097461147,0.7363270144841438,2.3965384143009527,7.591738350512895,0.0,4.548278062577634,0.16560355962243278,,,3,6
ihdp_connected_sweep,AnchorPlugin,3,1421016502,FEASIBLE,0.9803881645202637,25,25,6,0.600938888867512,3.793475136588183,0.06473575633563033,-0.06473575633563033,0.7529465945424194,0.588053479018912,0.9604942813513782,0.9450542380837089,0.9532421734549456,4.915804678596793,4.632439290443131,0.7973933184181332,0.6143414657322438,1.5277218172934048,0.67892505889424,0.34833432104310336,0.733889684063088,7.591738350512895,0.0,4.660015315677707,0.053866306522359686,,,3,6
ihdp_connected_sweep,IPWTransport,3,1421016502,FEASIBLE,0.04562497138977051,25,25,6,1.1188658489011825,3.214376802812083,0.6438340901117301,-0.6438340901117301,0.4415914429668175,0.31804582527220027,0.8932810155191053,0.9109631357266299,0.9017442870440028,4.571807537690147,4.465332519583422,0.49567208306453353,0.38753870803812507,2.612515459614298,0.2543096482146604,0.7225545121098362,1.7179180192796433,7.591738350512895,0.0,4.6265939615057645,0.08728766069430183,,,3,6
ihdp_connected_sweep,EntropyBalancing,3,1421016502,FEASIBLE,0.16344523429870605,25,25,6,1.35856429759411,3.0591647498456602,0.799046143078153,-0.799046143078153,0.43976390268880183,0.3130763592523222,0.9065032201049459,0.8867002726475083,0.9017442870440028,4.63947871119572,4.346401525258407,0.4906555702472963,0.31154034346788345,2.905157656032053,0.25514253862152714,1.005418402752305,1.9383714608871814,7.536278629063583,0.05545972144931177,4.602807762640762,0.11107385955930393,,,3,6
ihdp_connected_sweep,OutcomeModelTransport,3,1421016502,FEASIBLE,0.010862350463867188,25,25,6,1.0365551574780085,3.3678216560926653,0.490389236831148,-0.490389236831148,0.5070462408189018,0.36277101945110346,0.842789773201251,0.8651922451440387,0.9318234422835241,4.313393625152264,4.240974103580436,0.5576569858110582,0.40367133593386034,2.4987178258219007,0.31742821347424355,0.7856752806501865,1.1296439699837455,7.591738350512895,0.0,4.581722278305167,0.13215934389489892,,,3,6
ihdp_connected_sweep,Glmtrans_Auto,3,1421016502,FEASIBLE,8.135968685150146,25,25,6,0.7262507803852238,4.0786777722905585,0.22046687936674525,0.22046687936674525,0.8857799168550254,0.7255420389022069,0.9910332224050155,0.9691939139288565,0.9790396459629843,5.072102818237608,4.750766449178879,0.8980605049956039,0.5410078059550315,1.6516143801393406,0.7506797847361865,0.39371002776947756,1.5251087464415658,7.591738350512895,0.0,4.683680747424857,0.030200874775209385,,,3,6
ihdp_connected_sweep,Glmtrans_DR_CrossFit,3,1421016502,FEASIBLE,8.784618377685547,25,25,6,0.7795065335207924,3.8229763044444693,0.03523458847934391,-0.03523458847934391,,,0.7824134545042905,0.7747086199545287,0.7816376579521784,4.00438794371355,3.7974441096622584,0.0,0.0,3.8582108929238133,0.0,0.03523458847934391,0.03523458847934391,7.591738350512895,0.0,4.493016279521532,0.2208653426785343,,,3,6
ihdp_connected_sweep,TargetOnlyDR,6,1304642394,FEASIBLE,4.223168134689331,25,25,6,2.3700245641469118,3.3907732591063935,0.6884929065420478,-0.6884929065420478,0.8345262200388713,0.6836870629691773,0.8715449749298811,0.8895634106399651,0.9370330972186935,7.136234431256081,6.9956230850321335,0.8996427699839946,0.7438167166525275,1.5571523331467336,0.8329960895947057,1.092028832299176,2.430637577967386,17.089710409507493,0.01986899602159653,13.738026395908777,0.17369706188870282,,,45,6
