benchmark_id,scenario_id,rep,method,feasibility,seed,m0,m1,n_proxy_total,C_sources,nontransfer_scale,pehe,ate_hat,ate_abs_err,ate_bias,tau_corr,tau_kendall,qini_auc,topk_10_ratio,topk_20_ratio,topk_30_ratio,topk_10_captured,topk_20_captured,calib_slope,calib_intercept,calib_r2,tau_ece,tau_mce,policy_value,policy_regret,policy_value_top20,policy_regret_top20,stage2_lambda,stage2_n_selected,stepb_M_fro_norm,stepb_M_effective_rank,runtime_sec
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,AnchorPlugin,FeasibleRestricted,1554668729,500,500,5000,10,,1.0518169178043084,0.32959025774503564,0.39659025774503565,0.39659025774503565,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-8.872230687041888e-18,-0.06700000000000024,1.0,0.8313290874820489,2.113432609571345,-0.9513675588084346,0.0422769999999999,-0.9224905588084347,1.1102230246251565e-16,0.002643723069031205,99.0,,,13.74443244934082
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,ProposedA_FullyDirect,OracleTargetTreated,1554668729,500,500,5000,10,,0.11162893783457505,-0.0859821136299366,0.018982113629936626,-0.018982113629936626,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,5.001706248390082e-17,-0.06700000000000021,1.0,0.0882715179610739,0.21941776241345967,-0.9240315588084347,0.014940999999999982,-0.9224905588084346,0.0,0.0,0.0,,,26.439220190048218
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,ProposedB_LinearStepB,OracleTargetTreated,1554668729,500,500,5000,10,,0.12207509596153779,-0.11760324759535554,0.05060324759535556,-0.05060324759535556,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,3.27819156709224e-17,-0.06700000000000025,1.0,0.09340785712353494,0.2655272965747914,-0.9179345588084347,0.008843999999999963,-0.9224905588084347,1.1102230246251565e-16,0.004658734788613179,99.0,2.038945539211024,10.0,171.08979773521423
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,ProposedB_SourceDR,FeasibleRestricted,1554668729,500,500,5000,10,,0.09951721954081325,-0.052525415527839354,0.014474584472160622,0.014474584472160622,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,1.826837320186222e-17,-0.06700000000000025,1.0,0.061207902663785355,0.2425474704365565,-0.9186045588084346,0.009513999999999911,-0.9224905588084347,1.1102230246251565e-16,0.0025571760369456752,99.0,2.0389455392110247,10.0,134.0585834980011
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,IPWTransport,FeasibleRestricted,1554668729,500,500,5000,10,,0.1574655675508744,0.005520780223575425,0.0725207802235754,0.0725207802235754,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-4.914397326248618e-18,-0.06700000000000021,1.0,0.12530254033651236,0.3224852261301928,-0.9428585588084346,0.03376799999999991,-0.9224905588084346,0.0,,,,,1.8481626510620117
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,EntropyBalancing,FeasibleRestricted,1554668729,500,500,5000,10,,1.2920725120796317,0.5646448620214515,0.6316448620214514,0.6316448620214514,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,1.875770314966314e-17,-0.06700000000000023,1.0,1.0315342057428558,2.6176577218124852,-0.9560575588084346,0.04696699999999987,-0.9224905588084347,1.1102230246251565e-16,,,,,2.4025332927703857
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,OutcomeModelTransport,FeasibleRestricted,1554668729,500,500,5000,10,,0.143749835123479,-0.03443410033976433,0.032565899660235646,0.032565899660235646,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-4.631345304895358e-19,-0.06700000000000024,1.0,0.11322295356670027,0.2835948930809586,-0.9354215588084346,0.026330999999999882,-0.9224905588084346,0.0,,,,,0.21564769744873047
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,DRLearner_PooledWithSite,OracleTargetTreated,1554668729,500,500,5000,10,,0.13213181630619736,-0.0865270061936848,0.019527006193684818,-0.019527006193684818,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-2.134603081720636e-17,-0.06700000000000028,1.0,0.10432246053889231,0.2517792342159287,-0.9256395588084347,0.016549000000000036,-0.9224905588084347,1.1102230246251565e-16,,,,,1.4200711250305176
l1tcl_gold_dim_sweep,b5dbf7449e1c,13,DRLearner_PooledNoSite,OracleTargetTreated,1554668729,500,500,5000,10,,0.13173638297558987,-0.0868983903602968,0.019898390360296822,-0.019898390360296822,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,-2.4470186629123353e-17,-0.06700000000000024,1.0,0.10390064045701995,0.2505612374781131,-0.9255725588084347,0.016481999999999997,-0.9224905588084347,1.1102230246251565e-16,,,,,0.6144487857818604
l1tcl_gold_dim_sweep,b5dbf7449e1c,11,TargetOnlyDR,OracleTargetTreated,1624670824,500,500,5000,10,,0.18308172384615806,0.00627951793639952,0.0732795179363995,0.0732795179363995,,,0.0,,,,-0.06699999999999999,-0.06699999999999999,6.184176945734561e-17,-0.06700000000000021,1.0,0.14542535842496024,0.3571092613602346,0.5952718648429596,0.034706000000000015,0.6165778648429595,0.0,0.0,0.0,,,28.262841939926147
